Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
CHEVROLET Camaro,6.2,8,Man-6,2,Gasoline,CA,small car,1,16,24,19,4,No,477
CHEVROLET Camaro,6.2,8,Man-6,2,Gasoline,FA,small car,1,16,24,19,4,No,477
DODGE Challenger,5.7,8,Man-6,2,Gasoline,CA,midsize car,1,15,23,18,3,No,494
DODGE Challenger,5.7,8,Man-6,2,Gasoline,FA,midsize car,1,15,23,18,3,No,494
DODGE Challenger,6.4,8,Man-6,2,Gasoline,FA,midsize car,1,14,23,17,3,No,523
DODGE Challenger SRT,6.2,8,Man-6,2,Gasoline,FA,midsize car,1,13,21,16,3,No,567
DODGE Challenger SRT Widebody,6.2,8,Man-6,2,Gasoline,FA,midsize car,1,13,21,16,3,No,567
DODGE Challenger Widebody,6.4,8,Man-6,2,Gasoline,FA,midsize car,1,14,23,17,3,No,523
FORD Mustang,2.3,4,Man-6,2,Gasoline,CA,small car,5,21,29,24,5,No,373
FORD Mustang,2.3,4,Man-6,2,Gasoline,FA,small car,5,21,29,24,5,No,373
FORD Mustang,5,8,Man-6,2,Gasoline,CA,small car,3,15,24,18,3,No,500
FORD Mustang,5,8,Man-6,2,Gasoline,FA,small car,3,15,24,18,3,No,500
FORD Mustang Convertible,2.3,4,Man-6,2,Gasoline,CA,small car,5,20,27,23,5,No,386
FORD Mustang Convertible,2.3,4,Man-6,2,Gasoline,FA,small car,5,20,27,23,5,No,386
FORD Mustang HO Convertible,2.3,4,Man-6,2,Gasoline,CA,small car,5,19,25,21,4,No,423
FORD Mustang HO Convertible,2.3,4,Man-6,2,Gasoline,FA,small car,5,19,25,21,4,No,423
FORD Mustang HO Coupe,2.3,4,Man-6,2,Gasoline,CA,small car,5,20,27,22,5,No,396
FORD Mustang HO Coupe,2.3,4,Man-6,2,Gasoline,FA,small car,5,20,27,22,5,No,396
FORD Mustang Mach 1,5,8,Man-6,2,Gasoline,CA,small car,3,14,22,17,3,No,523
FORD Mustang Mach 1,5,8,Man-6,2,Gasoline,FA,small car,3,14,22,17,3,No,523
HONDA Civic 4Dr,1.5,4,Man-6,2,Gasoline,CA,midsize car,6,27,37,31,7,No,285
HONDA Civic 4Dr,1.5,4,Man-6,2,Gasoline,FA,midsize car,6,27,37,31,7,No,285
HONDA Civic 5Dr,1.5,4,Man-6,2,Gasoline,CA,large car,6,28,37,31,7,No,282
HONDA Civic 5Dr,1.5,4,Man-6,2,Gasoline,FA,large car,6,28,37,31,7,No,282
HONDA Civic 5Dr,2,4,Man-6,2,Gasoline,CA,large car,6,26,36,29,6,No,304
HONDA Civic 5Dr,2,4,Man-6,2,Gasoline,FA,large car,6,26,36,29,6,No,304
HYUNDAI Elantra,1.6,4,Man-6,2,Gasoline,CA,midsize car,5,25,34,28,6,No,318
HYUNDAI Elantra,1.6,4,Man-6,2,Gasoline,FA,midsize car,5,25,34,28,6,No,318
HYUNDAI Elantra N,2,4,Man-6,2,Gasoline,CA,midsize car,3,22,31,25,5,No,358
HYUNDAI Elantra N,2,4,Man-6,2,Gasoline,FA,midsize car,3,22,31,25,5,No,358
HYUNDAI Veloster N,2,4,Man-6,2,Gasoline,CA,small car,3,22,28,25,5,No,363
HYUNDAI Veloster N,2,4,Man-6,2,Gasoline,FA,small car,3,22,28,25,5,No,363
JEEP Gladiator,3.6,6,Man-6,4,Gasoline,CA,pickup,5,16,23,19,4,No,476
JEEP Gladiator,3.6,6,Man-6,4,Gasoline,FA,pickup,5,16,23,19,4,No,476
KIA Forte,1.6,4,Man-6,2,Gasoline,CA,midsize car,5,22,31,26,5,No,348
KIA Forte,1.6,4,Man-6,2,Gasoline,FA,midsize car,5,22,31,26,5,No,348
MAZDA 3,2.5,4,Man-6,2,Gasoline,CA,midsize car,7,24,33,27,6,No,323
MAZDA 3,2.5,4,Man-6,2,Gasoline,FA,midsize car,7,24,33,27,6,No,323
MAZDA MX-5,2,4,Man-6,2,Gasoline,CA,small car,3,26,34,29,6,No,305
MAZDA MX-5,2,4,Man-6,2,Gasoline,FA,small car,3,26,34,29,6,No,305
MINI Cooper Convertible,1.5,3,Man-6,2,Gasoline,CA,small car,7,27,37,31,7,Yes,284
MINI Cooper Convertible,1.5,3,Man-6,2,Gasoline,FA,small car,7,27,37,31,7,Yes,284
MINI Cooper Hardtop,1.5,3,Man-6,2,Gasoline,CA,small car,7,27,37,31,7,Yes,284
MINI Cooper Hardtop,1.5,3,Man-6,2,Gasoline,FA,small car,7,27,37,31,7,Yes,284
MINI Cooper S Clubman,2,4,Man-6,2,Gasoline,CA,midsize car,7,23,33,26,5,No,335
MINI Cooper S Clubman,2,4,Man-6,2,Gasoline,FA,midsize car,7,23,33,26,5,No,335
MINI Cooper S Convertible,2,4,Man-6,2,Gasoline,CA,small car,7,23,33,26,5,No,335
MINI Cooper S Convertible,2,4,Man-6,2,Gasoline,FA,small car,7,23,33,26,5,No,335
MINI Cooper S Hardtop,2,4,Man-6,2,Gasoline,CA,small car,7,23,33,27,6,No,331
MINI Cooper S Hardtop,2,4,Man-6,2,Gasoline,FA,small car,7,23,33,27,6,No,331
MINI John Cooper Works Hardtop,2,4,Man-6,2,Gasoline,CA,small car,7,22,31,25,5,No,348
MINI John Cooper Works Hardtop,2,4,Man-6,2,Gasoline,FA,small car,7,22,31,25,5,No,348
PORSCHE 718 Boxster,2,4,Man-6,2,Gasoline,CA,small car,1,20,26,22,5,No,394
PORSCHE 718 Boxster,2,4,Man-6,2,Gasoline,FA,small car,1,20,26,22,5,No,394
PORSCHE 718 Boxster GTS 4.0,4,6,Man-6,2,Gasoline,CA,small car,5,17,24,19,4,No,458
PORSCHE 718 Boxster GTS 4.0,4,6,Man-6,2,Gasoline,FA,small car,5,17,24,19,4,No,458
PORSCHE 718 Boxster S,2.5,4,Man-6,2,Gasoline,CA,small car,1,19,24,21,4,No,423
PORSCHE 718 Boxster S,2.5,4,Man-6,2,Gasoline,FA,small car,1,19,24,21,4,No,423
PORSCHE 718 Boxster T,2,4,Man-6,2,Gasoline,CA,small car,1,20,26,22,5,No,394
PORSCHE 718 Boxster T,2,4,Man-6,2,Gasoline,FA,small car,1,20,26,22,5,No,394
PORSCHE 718 Cayman,2,4,Man-6,2,Gasoline,CA,small car,1,20,26,22,5,No,394
PORSCHE 718 Cayman,2,4,Man-6,2,Gasoline,FA,small car,1,20,26,22,5,No,394
PORSCHE 718 Cayman GT4,4,6,Man-6,2,Gasoline,CA,small car,5,17,23,19,4,No,460
PORSCHE 718 Cayman GT4,4,6,Man-6,2,Gasoline,FA,small car,5,17,23,19,4,No,460
PORSCHE 718 Cayman GTS 4.0,4,6,Man-6,2,Gasoline,CA,small car,5,17,24,19,4,No,458
PORSCHE 718 Cayman GTS 4.0,4,6,Man-6,2,Gasoline,FA,small car,5,17,24,19,4,No,458
PORSCHE 718 Cayman S,2.5,4,Man-6,2,Gasoline,CA,small car,1,19,24,21,4,No,423
PORSCHE 718 Cayman S,2.5,4,Man-6,2,Gasoline,FA,small car,1,19,24,21,4,No,423
PORSCHE 718 Cayman T,2,4,Man-6,2,Gasoline,CA,small car,1,20,26,22,5,No,394
PORSCHE 718 Cayman T,2,4,Man-6,2,Gasoline,FA,small car,1,20,26,22,5,No,394
PORSCHE 718 Spyder,4,6,Man-6,2,Gasoline,CA,small car,5,17,23,19,4,No,460
PORSCHE 718 Spyder,4,6,Man-6,2,Gasoline,FA,small car,5,17,23,19,4,No,460
PORSCHE 911 GT3,4,6,Man-6,2,Gasoline,CA,small car,3,14,18,16,3,No,571
PORSCHE 911 GT3,4,6,Man-6,2,Gasoline,FA,small car,3,14,18,16,3,No,571
PORSCHE 911 GT3 Touring,4,6,Man-6,2,Gasoline,CA,small car,3,14,18,16,3,No,570
PORSCHE 911 GT3 Touring,4,6,Man-6,2,Gasoline,FA,small car,3,14,18,16,3,No,570
SUBARU BRZ,2.4,4,Man-6,2,Gasoline,CA,small car,3,20,27,22,5,No,398
SUBARU BRZ,2.4,4,Man-6,2,Gasoline,FA,small car,3,20,27,22,5,No,398
SUBARU WRX,2.4,4,Man-6,4,Gasoline,CA,midsize car,3,19,26,22,5,No,407
SUBARU WRX,2.4,4,Man-6,4,Gasoline,FA,midsize car,3,19,26,22,5,No,407
TOYOTA Corolla,1.8,4,Man-6,2,Gasoline,CA,small car,5,29,39,33,7,No,271
TOYOTA Corolla,1.8,4,Man-6,2,Gasoline,FA,small car,5,29,39,33,7,No,271
TOYOTA Corolla,2,4,Man-6,2,Gasoline,CA,small car,7,29,36,32,7,Yes,277
TOYOTA Corolla,2,4,Man-6,2,Gasoline,FA,small car,7,29,36,32,7,Yes,277
TOYOTA Corolla Apex,2,4,Man-6,2,Gasoline,CA,small car,7,28,36,31,7,Yes,286
TOYOTA Corolla Apex,2,4,Man-6,2,Gasoline,FA,small car,7,28,36,31,7,Yes,286
TOYOTA Corolla Hatchback,2,4,Man-6,2,Gasoline,CA,small car,7,28,36,31,7,Yes,284
TOYOTA Corolla Hatchback,2,4,Man-6,2,Gasoline,FA,small car,7,28,36,31,7,Yes,284
TOYOTA GR86,2.4,4,Man-6,2,Gasoline,CA,small car,3,20,27,22,5,No,396
TOYOTA GR86,2.4,4,Man-6,2,Gasoline,FA,small car,3,20,27,22,5,No,396
TOYOTA Tacoma,3.5,6,Man-6,4,Gasoline,CA,pickup,5,17,21,18,3,No,481
TOYOTA Tacoma,3.5,6,Man-6,4,Gasoline,FA,pickup,5,17,21,18,3,No,481
TOYOTA Tacoma D-CAB MT TRD-ORP/PRO,3.5,6,Man-6,4,Gasoline,CA,pickup,5,17,20,18,3,No,483
TOYOTA Tacoma D-CAB MT TRD-ORP/PRO,3.5,6,Man-6,4,Gasoline,FA,pickup,5,17,20,18,3,No,483
VOLKSWAGEN GLI,2,4,Man-6,2,Gasoline,CA,small car,7,26,37,30,6,No,299
VOLKSWAGEN GLI,2,4,Man-6,2,Gasoline,FA,small car,7,26,37,30,6,No,299
VOLKSWAGEN GTI,2,4,Man-6,2,Gasoline,CA,midsize car,5,24,34,28,6,No,319
VOLKSWAGEN GTI,2,4,Man-6,2,Gasoline,FA,midsize car,5,24,34,28,6,No,319
VOLKSWAGEN Golf-R,2,4,Man-6,4,Gasoline,CA,midsize car,5,20,28,23,5,No,382
VOLKSWAGEN Golf-R,2,4,Man-6,4,Gasoline,FA,midsize car,5,20,28,23,5,No,382
VOLKSWAGEN Jetta,1.5,4,Man-6,2,Gasoline,CA,small car,7,29,43,34,7,Yes,259
VOLKSWAGEN Jetta,1.5,4,Man-6,2,Gasoline,FA,small car,7,29,43,34,7,Yes,259
CHEVROLET Spark,1.4,4,Man-5,2,Gasoline,CA,small car,5,29,38,33,7,No,273
CHEVROLET Spark,1.4,4,Man-5,2,Gasoline,FA,small car,5,29,38,33,7,No,273
CHEVROLET Spark Activ,1.4,4,Man-5,2,Gasoline,CA,small car,5,29,37,32,7,No,278
CHEVROLET Spark Activ,1.4,4,Man-5,2,Gasoline,FA,small car,5,29,37,32,7,No,278
MITSUBISHI Mirage,1.2,3,Man-5,2,Gasoline,CA,small car,5,33,41,36,7,No,242
MITSUBISHI Mirage,1.2,3,Man-5,2,Gasoline,FA,small car,5,33,41,36,7,No,242
MITSUBISHI Mirage G4,1.2,3,Man-5,2,Gasoline,CA,small car,5,33,40,35,7,No,252
MITSUBISHI Mirage G4,1.2,3,Man-5,2,Gasoline,FA,small car,5,33,40,35,7,No,252
NISSAN Versa,1.6,4,Man-5,2,Gasoline,CA,small car,7,27,35,30,6,No,296
NISSAN Versa,1.6,4,Man-5,2,Gasoline,FA,small car,7,27,35,30,6,No,296
SUBARU Impreza,2,4,Man-5,4,Gasoline,CA,midsize car,7,23,31,26,5,No,337
SUBARU Impreza,2,4,Man-5,4,Gasoline,FA,midsize car,7,23,31,26,5,No,337
CHEVROLET Malibu,1.5,4,CVT,2,Gasoline,CA,midsize car,7,29,36,32,7,Yes,275
CHEVROLET Malibu,1.5,4,CVT,2,Gasoline,FA,midsize car,7,29,36,32,7,Yes,275
CHEVROLET Spark,1.4,4,CVT,2,Gasoline,CA,small car,5,30,38,33,7,No,266
CHEVROLET Spark,1.4,4,CVT,2,Gasoline,FA,small car,5,30,38,33,7,No,266
CHEVROLET Spark Activ,1.4,4,CVT,2,Gasoline,CA,small car,5,30,37,33,7,No,266
CHEVROLET Spark Activ,1.4,4,CVT,2,Gasoline,FA,small car,5,30,37,33,7,No,266
FORD Maverick HEV,2.5,4,CVT,2,Gasoline,CA,pickup,6,42,33,37,8,No,237
FORD Maverick HEV,2.5,4,CVT,2,Gasoline,FA,pickup,6,42,33,37,8,No,237
HONDA Accord,1.5,4,CVT,2,Gasoline,CA,large car,7,30,38,33,7,Yes,268
HONDA Accord,1.5,4,CVT,2,Gasoline,FA,large car,7,30,38,33,7,Yes,268
HONDA Accord,2,4,CVT,2,Gasoline,CA,large car,7,48,47,47,9,Yes,186
HONDA Accord,2,4,CVT,2,Gasoline,FA,large car,7,48,47,47,9,Yes,186
HONDA Accord Sport/Touring,2,4,CVT,2,Gasoline,CA,large car,7,44,41,43,8,Yes,207
HONDA Accord Sport/Touring,2,4,CVT,2,Gasoline,FA,large car,7,44,41,43,8,Yes,207
HONDA Civic 4Dr,1.5,4,CVT,2,Gasoline,CA,midsize car,7,33,42,36,7,Yes,243
HONDA Civic 4Dr,1.5,4,CVT,2,Gasoline,FA,midsize car,7,33,42,36,7,Yes,243
HONDA Civic 4Dr,2,4,CVT,2,Gasoline,CA,midsize car,7,31,40,35,7,Yes,254
HONDA Civic 4Dr,2,4,CVT,2,Gasoline,FA,midsize car,7,31,40,35,7,Yes,254
HONDA Civic 5Dr,1.5,4,CVT,2,Gasoline,CA,large car,7,31,39,35,7,Yes,258
HONDA Civic 5Dr,1.5,4,CVT,2,Gasoline,FA,large car,7,31,39,35,7,Yes,258
HONDA Civic 5Dr,2,4,CVT,2,Gasoline,CA,large car,7,30,38,33,7,Yes,269
HONDA Civic 5Dr,2,4,CVT,2,Gasoline,FA,large car,7,30,38,33,7,Yes,269
HONDA Insight,1.5,4,CVT,2,Gasoline,CA,midsize car,7,55,49,52,9,Yes,170
HONDA Insight,1.5,4,CVT,2,Gasoline,FA,midsize car,7,55,49,52,9,Yes,170
HONDA Insight Touring,1.5,4,CVT,2,Gasoline,CA,small car,7,51,45,48,9,Yes,184
HONDA Insight Touring,1.5,4,CVT,2,Gasoline,FA,small car,7,51,45,48,9,Yes,184
KIA Forte,2,4,CVT,2,Gasoline,CA,midsize car,7,29,39,33,7,Yes,271
KIA Forte,2,4,CVT,2,Gasoline,FA,midsize car,7,29,39,33,7,Yes,271
KIA Forte,2,4,CVT,2,Gasoline,CA,midsize car,5,29,39,33,7,No,271
KIA Forte,2,4,CVT,2,Gasoline,FA,midsize car,5,29,39,33,7,No,271
KIA Forte FE,2,4,CVT,2,Gasoline,CA,midsize car,5,31,41,35,7,No,256
KIA Forte FE,2,4,CVT,2,Gasoline,FA,midsize car,5,31,41,35,7,No,256
MITSUBISHI Mirage,1.2,3,CVT,2,Gasoline,CA,small car,5,36,43,39,8,No,227
MITSUBISHI Mirage,1.2,3,CVT,2,Gasoline,FA,small car,5,36,43,39,8,No,227
MITSUBISHI Mirage G4,1.2,3,CVT,2,Gasoline,CA,small car,5,35,41,37,8,No,235
MITSUBISHI Mirage G4,1.2,3,CVT,2,Gasoline,FA,small car,5,35,41,37,8,No,235
NISSAN Altima,2.5,4,CVT,2,Gasoline,CA,midsize car,7,28,39,32,7,Yes,278
NISSAN Altima,2.5,4,CVT,2,Gasoline,FA,midsize car,7,28,39,32,7,Yes,278
NISSAN Altima,2.5,4,CVT,4,Gasoline,CA,midsize car,7,26,36,30,6,No,300
NISSAN Altima,2.5,4,CVT,4,Gasoline,FA,midsize car,7,26,36,30,6,No,300
NISSAN Altima SR,2.5,4,CVT,2,Gasoline,CA,midsize car,7,27,37,31,7,Yes,290
NISSAN Altima SR,2.5,4,CVT,2,Gasoline,FA,midsize car,7,27,37,31,7,Yes,290
NISSAN Altima SR/Platinum,2.5,4,CVT,4,Gasoline,CA,midsize car,7,25,35,29,6,No,307
NISSAN Altima SR/Platinum,2.5,4,CVT,4,Gasoline,FA,midsize car,7,25,35,29,6,No,307
NISSAN Altima SV/SL,2.5,4,CVT,2,Gasoline,CA,midsize car,7,27,37,31,7,Yes,287
NISSAN Altima SV/SL,2.5,4,CVT,2,Gasoline,FA,midsize car,7,27,37,31,7,Yes,287
NISSAN Kicks,1.6,4,CVT,2,Gasoline,CA,midsize car,7,31,36,33,7,Yes,269
NISSAN Kicks,1.6,4,CVT,2,Gasoline,FA,midsize car,7,31,36,33,7,Yes,269
NISSAN Sentra,2,4,CVT,2,Gasoline,CA,midsize car,7,29,39,33,7,Yes,269
NISSAN Sentra,2,4,CVT,2,Gasoline,FA,midsize car,7,29,39,33,7,Yes,269
NISSAN Sentra SR,2,4,CVT,2,Gasoline,CA,midsize car,7,28,37,32,7,Yes,283
NISSAN Sentra SR,2,4,CVT,2,Gasoline,FA,midsize car,7,28,37,32,7,Yes,283
NISSAN Versa,1.6,4,CVT,2,Gasoline,CA,small car,7,32,40,35,7,Yes,254
NISSAN Versa,1.6,4,CVT,2,Gasoline,FA,small car,7,32,40,35,7,Yes,254
TOYOTA Corolla,1.8,4,CVT,2,Gasoline,CA,small car,5,30,38,33,7,No,267
TOYOTA Corolla,1.8,4,CVT,2,Gasoline,FA,small car,5,30,38,33,7,No,267
TOYOTA Corolla Hybrid,1.8,4,CVT,2,Gasoline,CA,small car,7,53,52,52,9,Yes,170
TOYOTA Corolla Hybrid,1.8,4,CVT,2,Gasoline,FA,small car,7,53,52,52,9,Yes,170
TOYOTA Corolla XLE,1.8,4,CVT,2,Gasoline,CA,small car,5,29,37,32,7,No,274
TOYOTA Corolla XLE,1.8,4,CVT,2,Gasoline,FA,small car,5,29,37,32,7,No,274
TOYOTA Mirai LE,0,0,CVT,2,Hydrogen,FA,small car,10,76,71,74,10,Elite,0
TOYOTA Mirai LE,0,0,CVT,2,Hydrogen,CA,small car,10,76,71,74,10,Elite,0
TOYOTA Mirai Limited,0,0,CVT,2,Hydrogen,FA,small car,10,67,64,65,10,Elite,0
TOYOTA Mirai Limited,0,0,CVT,2,Hydrogen,CA,small car,10,67,64,65,10,Elite,0
TOYOTA Mirai XLE,0,0,CVT,2,Hydrogen,FA,small car,10,76,71,74,10,Elite,0
TOYOTA Mirai XLE,0,0,CVT,2,Hydrogen,CA,small car,10,76,71,74,10,Elite,0
TOYOTA Prius,1.8,4,CVT,2,Gasoline,CA,midsize car,7,54,50,52,9,Yes,170
TOYOTA Prius,1.8,4,CVT,2,Gasoline,FA,midsize car,7,54,50,52,9,Yes,170
TOYOTA Prius,1.8,4,CVT,4,Gasoline,CA,midsize car,7,51,47,49,9,Yes,179
TOYOTA Prius,1.8,4,CVT,4,Gasoline,FA,midsize car,7,51,47,49,9,Yes,179
TOYOTA Prius Eco,1.8,4,CVT,2,Gasoline,CA,midsize car,7,58,53,56,9,Yes,158
TOYOTA Prius Eco,1.8,4,CVT,2,Gasoline,FA,midsize car,7,58,53,56,9,Yes,158
CHEVROLET Malibu,2,4,Auto-9,2,Gasoline,CA,midsize car,5,22,33,26,5,No,342
CHEVROLET Malibu,2,4,Auto-9,2,Gasoline,FA,midsize car,5,22,33,26,5,No,342
MERCEDES-BENZ AMG C43 4Matic,3,6,Auto-9,4,Gasoline,CA,small car,5,19,28,22,5,No,402
MERCEDES-BENZ AMG C43 4Matic,3,6,Auto-9,4,Gasoline,CA,small car,5,19,28,22,5,No,406
MERCEDES-BENZ AMG C43 4Matic,3,6,Auto-9,4,Gasoline,FA,small car,5,19,28,22,5,No,402
MERCEDES-BENZ AMG C43 4Matic,3,6,Auto-9,4,Gasoline,FA,small car,5,19,28,22,5,No,406
MERCEDES-BENZ AMG E 53 4Matic+,3,6,Auto-9,4,Gasoline,CA,midsize car,6,21,29,24,5,No,373
MERCEDES-BENZ AMG E 53 4Matic+,3,6,Auto-9,4,Gasoline,CA,small car,6,20,27,22,5,No,397
MERCEDES-BENZ AMG E 53 4Matic+,3,6,Auto-9,4,Gasoline,CA,small car,6,20,28,23,5,No,384
MERCEDES-BENZ AMG E 53 4Matic+,3,6,Auto-9,4,Gasoline,FA,midsize car,6,21,29,24,5,No,373
MERCEDES-BENZ AMG E 53 4Matic+,3,6,Auto-9,4,Gasoline,FA,small car,6,20,27,22,5,No,397
MERCEDES-BENZ AMG E 53 4Matic+,3,6,Auto-9,4,Gasoline,FA,small car,6,20,28,23,5,No,384
MERCEDES-BENZ AMG GT 53 4Matic+,3,6,Auto-9,4,Gasoline,CA,small car,6,19,25,21,4,No,415
MERCEDES-BENZ AMG GT 53 4Matic+,3,6,Auto-9,4,Gasoline,FA,small car,6,19,25,21,4,No,415
MERCEDES-BENZ AMG GT43 4Matic+,3,6,Auto-9,4,Gasoline,CA,small car,6,19,25,21,4,No,415
MERCEDES-BENZ AMG GT43 4Matic+,3,6,Auto-9,4,Gasoline,FA,small car,6,19,25,21,4,No,415
MERCEDES-BENZ C300,2,4,Auto-9,2,Gasoline,CA,small car,6,21,28,24,5,No,373
MERCEDES-BENZ C300,2,4,Auto-9,2,Gasoline,CA,small car,6,22,31,25,5,No,350
MERCEDES-BENZ C300,2,4,Auto-9,2,Gasoline,FA,small car,6,21,28,24,5,No,373
MERCEDES-BENZ C300,2,4,Auto-9,2,Gasoline,FA,small car,6,22,31,25,5,No,350
MERCEDES-BENZ C300,2,4,Auto-9,2,Gasoline,CA,small car,7,25,35,29,6,No,305
MERCEDES-BENZ C300,2,4,Auto-9,2,Gasoline,FA,small car,7,25,35,29,6,No,305
MERCEDES-BENZ C300 4Matic,2,4,Auto-9,4,Gasoline,CA,small car,6,21,30,24,5,No,361
MERCEDES-BENZ C300 4Matic,2,4,Auto-9,4,Gasoline,CA,small car,6,22,31,25,5,No,350
MERCEDES-BENZ C300 4Matic,2,4,Auto-9,4,Gasoline,FA,small car,6,21,30,24,5,No,361
MERCEDES-BENZ C300 4Matic,2,4,Auto-9,4,Gasoline,FA,small car,6,22,31,25,5,No,350
MERCEDES-BENZ C300 4Matic,2,4,Auto-9,4,Gasoline,CA,small car,7,23,33,27,6,No,330
MERCEDES-BENZ C300 4Matic,2,4,Auto-9,4,Gasoline,FA,small car,7,23,33,27,6,No,330
MERCEDES-BENZ CLS450 4Matic,3,6,Auto-9,4,Gasoline,CA,small car,6,22,30,25,5,No,357
MERCEDES-BENZ CLS450 4Matic,3,6,Auto-9,4,Gasoline,FA,small car,6,22,30,25,5,No,357
MERCEDES-BENZ E350,2,4,Auto-9,2,Gasoline,CA,midsize car,6,23,31,26,5,No,342
MERCEDES-BENZ E350,2,4,Auto-9,2,Gasoline,FA,midsize car,6,23,31,26,5,No,342
MERCEDES-BENZ E350 4Matic,2,4,Auto-9,4,Gasoline,CA,midsize car,6,21,29,24,5,No,366
MERCEDES-BENZ E350 4Matic,2,4,Auto-9,4,Gasoline,FA,midsize car,6,21,29,24,5,No,366
MERCEDES-BENZ E450,3,6,Auto-9,2,Gasoline,CA,small car,6,22,29,25,5,No,360
MERCEDES-BENZ E450,3,6,Auto-9,2,Gasoline,FA,small car,6,22,29,25,5,No,360
MERCEDES-BENZ E450 4Matic,3,6,Auto-9,4,Gasoline,CA,midsize car,6,23,30,25,5,No,348
MERCEDES-BENZ E450 4Matic,3,6,Auto-9,4,Gasoline,CA,small car,6,21,30,24,5,No,362
MERCEDES-BENZ E450 4Matic,3,6,Auto-9,4,Gasoline,FA,midsize car,6,23,30,25,5,No,348
MERCEDES-BENZ E450 4Matic,3,6,Auto-9,4,Gasoline,FA,small car,6,21,30,24,5,No,362
MERCEDES-BENZ E450 4Matic Convertible,3,6,Auto-9,4,Gasoline,CA,small car,6,22,29,24,5,No,362
MERCEDES-BENZ E450 4Matic Convertible,3,6,Auto-9,4,Gasoline,FA,small car,6,22,29,24,5,No,362
MERCEDES-BENZ E450 Convertible,3,6,Auto-9,2,Gasoline,CA,small car,6,22,29,25,5,No,360
MERCEDES-BENZ E450 Convertible,3,6,Auto-9,2,Gasoline,FA,small car,6,22,29,25,5,No,360
MERCEDES-BENZ S500 4Matic,3,6,Auto-9,4,Gasoline,CA,large car,6,21,30,24,5,No,372
MERCEDES-BENZ S500 4Matic,3,6,Auto-9,4,Gasoline,FA,large car,6,21,30,24,5,No,372
MERCEDES-BENZ S580 4Matic,4,8,Auto-9,4,Gasoline,CA,large car,5,16,25,19,4,No,459
MERCEDES-BENZ S580 4Matic,4,8,Auto-9,4,Gasoline,FA,large car,5,16,25,19,4,No,459
MERCEDES-BENZ S580 4Matic Maybach,4,8,Auto-9,4,Gasoline,CA,large car,5,15,24,18,3,No,484
MERCEDES-BENZ S580 4Matic Maybach,4,8,Auto-9,4,Gasoline,FA,large car,5,15,24,18,3,No,484
ALFA ROMEO Giulia,2,4,Auto-8,2,Gasoline,CA,midsize car,5,24,33,27,6,No,330
ALFA ROMEO Giulia,2,4,Auto-8,2,Gasoline,FA,midsize car,5,24,33,27,6,No,330
ALFA ROMEO Giulia,2,4,Auto-8,2,Gasoline,CA,midsize car,3,24,33,27,6,No,330
ALFA ROMEO Giulia,2,4,Auto-8,2,Gasoline,FA,midsize car,3,24,33,27,6,No,330
ALFA ROMEO Giulia,2.9,6,Auto-8,2,Gasoline,CA,midsize car,3,17,25,20,4,No,436
ALFA ROMEO Giulia,2.9,6,Auto-8,2,Gasoline,FA,midsize car,3,17,25,20,4,No,436
ALFA ROMEO Giulia AWD,2,4,Auto-8,4,Gasoline,CA,midsize car,5,23,31,26,5,No,348
ALFA ROMEO Giulia AWD,2,4,Auto-8,4,Gasoline,FA,midsize car,5,23,31,26,5,No,348
ALFA ROMEO Giulia AWD,2,4,Auto-8,4,Gasoline,CA,midsize car,3,23,31,26,5,No,348
ALFA ROMEO Giulia AWD,2,4,Auto-8,4,Gasoline,FA,midsize car,3,23,31,26,5,No,348
ASTON MARTIN DB11 V8,4,8,Auto-8,2,Gasoline,CA,small car,5,18,24,20,4,No,431
ASTON MARTIN DB11 V8,4,8,Auto-8,2,Gasoline,FA,small car,5,18,24,20,4,No,431
ASTON MARTIN Vantage,4,8,Auto-8,2,Gasoline,CA,small car,5,18,24,20,4,No,435
ASTON MARTIN Vantage,4,8,Auto-8,2,Gasoline,FA,small car,5,18,24,20,4,No,435
CHEVROLET Colorado,3.6,6,Auto-8,2,Gasoline,CA,pickup,6,18,25,21,4,No,424
CHEVROLET Colorado,3.6,6,Auto-8,2,Gasoline,FA,pickup,6,18,25,21,4,No,424
CHEVROLET Colorado,3.6,6,Auto-8,4,Gasoline,CA,pickup,6,17,24,19,4,No,465
CHEVROLET Colorado,3.6,6,Auto-8,4,Gasoline,FA,pickup,6,17,24,19,4,No,465
CHEVROLET Colorado ZR2,3.6,6,Auto-8,4,Gasoline,CA,pickup,6,16,18,17,3,No,529
CHEVROLET Colorado ZR2,3.6,6,Auto-8,4,Gasoline,FA,pickup,6,16,18,17,3,No,529
CHEVROLET Silverado,2.7,4,Auto-8,2,Gasoline,CA,pickup,6,19,22,20,4,No,441
CHEVROLET Silverado,2.7,4,Auto-8,2,Gasoline,FA,pickup,6,19,22,20,4,No,441
CHEVROLET Silverado,2.7,4,Auto-8,4,Gasoline,CA,pickup,6,17,20,18,3,No,486
CHEVROLET Silverado,2.7,4,Auto-8,4,Gasoline,CA,pickup,6,17,20,18,3,No,489
CHEVROLET Silverado,2.7,4,Auto-8,4,Gasoline,FA,pickup,6,17,20,18,3,No,486
